total_events,evt_epoll_wait,evt_switch,evt_select,evt_wait4,evt_times,evt_accept,evt_futex,evt_getsockname,evt_fcntl,evt_read,evt_stat,evt_openat,evt_mmap,evt_munmap,evt_madvise,evt_writev,evt_write,evt_close,evt_epoll_ctl,evt_clone,evt_set_robust_list,evt_mprotect,evt_sigaltstack,evt_rt_sigprocmask,evt_gettid,evt_nanosleep,evt_getpid,evt_tgkill,evt_epoll_pwait,evt_signaldeliver,evt_procexit,evt_execve,evt_brk,evt_access,evt_fstat,evt_arch_prctl,evt_getuid,evt_getgid,evt_geteuid,evt_getegid,evt_sysinfo,evt_rt_sigaction,evt_uname,evt_getcwd,evt_getppid,evt_socket,evt_connect,evt_lseek,evt_getpgrp,evt_prlimit,evt_getpeername,evt_pipe,evt_dup,evt_set_tid_address,evt_statfs,evt_exit_group,evt_rt_sigreturn,evt_fadvise64,evt_umask,evt_fchmodat,evt_ioctl,evt_newfstatat,evt_unlinkat,evt_shutdown,evt_sched_yield,evt_lstat,evt_lgetxattr,evt_getxattr,evt_getdents64,evt_poll,evt_pselect6,evt_mkdir,evt_readlink,evt_rename,evt_chmod,evt_unlink,evt_symlink,evt_getrandom,evt_sendmmsg,evt_recvfrom,evt_exit,evt_setsockopt,evt_getsockopt,evt_sendto,evt_link,evt_chdir,evt_setitimer,evt_sched_getaffinity,evt_readlinkat,evt_epoll_create1,evt_capget,evt_getpgid,evt_rt_sigsuspend,evt_kill,evt_alarm,evt_setgid,evt_chown,evt_getgroups,evt_setgroups,evt_setresgid,evt_setresuid,evt_prctl,evt_getresuid,evt_getresgid,evt_clock_gettime,evt_bind,evt_recvmsg,evt_lchown,evt_faccessat,evt_utimensat,evt_fstatfs,evt_fchdir,evt_flistxattr,evt_fgetxattr,evt_fsetxattr,evt_mremap,evt_setpgid,evt_timer_create,evt_timer_settime,evt_setuid,evt_mknod,evt_mount,evt_umount,evt_finit_module,label
30879,2948,806,164,106,320,78,1068,76,158,774,504,2314,1212,380,126,278,840,748,658,144,504,156,152,154,74,6,186,0,122,25,58,20,238,66,668,660,126,74,12,98,0,262,4,6,20,16,0,12,4,8,2,4,22,12,0,25,0,0,0,2,184,2,2,42,280,36,0,2,0,54,0,0,0,0,18,22,0,12,0,0,2,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,0,4,0,20,10,0,0,6,8,0,0,12,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,1
15328,4552,18,58,66,438,102,2810,40,76,860,298,270,444,426,116,270,332,644,1228,11,0,0,0,0,10,0,10,2,12,0,0,0,0,0,0,0,10,0,0,0,0,52,2,0,2,12,4,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27388,1902,1438,60,72,376,132,2554,62,88,774,6098,874,1816,754,128,292,1118,1154,748,773,46,322,148,154,30,462,42,4,26,26,40,25,134,28,862,30,48,122,48,64,16,8860,6,34,10,38,206,238,6,182,10,6,1326,8,8,12,10,60,0,2,306,72,2,40,6,122,0,0,0,0,0,0,0,28,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,1
3551,2052,618,60,56,352,102,1180,40,84,846,316,360,286,388,198,762,296,482,450,9,2,34,0,0,10,354,0,2,0,0,4,0,0,14,116,6,20,10,0,0,2,0,2,2,2,0,4,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,98,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23798,12082,450,58,60,166,138,686,40,108,870,270,418,390,0,82,118,342,690,698,10,12,0,0,46,10,0,12,0,2,7,5,5,42,14,140,0,18,10,0,0,2,48,2,2,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7789,3030,444,58,68,336,142,2128,38,84,636,298,972,472,300,198,196,298,362,196,0,0,58,0,0,0,0,0,2,0,7,0,0,42,0,116,0,0,0,0,0,2,0,4,2,2,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,2,38,0,48,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23298,2512,461,60,60,722,50,2958,78,56,1444,498,418,486,320,396,315,422,840,1444,13,4,0,20,0,0,0,10,0,0,0,9,5,42,0,116,0,0,0,0,10,2,0,0,2,2,12,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,24,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11831,8774,387,58,60,618,102,1126,52,80,214,590,586,490,298,234,278,222,228,764,0,0,0,20,44,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,18,0,48,2,0,0,0,20,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,38,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13313,7940,488,58,66,336,214,1052,88,112,1644,390,432,272,104,166,628,294,516,420,6,10,52,0,0,4,220,10,4,0,5,0,0,40,14,140,6,0,0,0,18,2,0,0,2,2,4,0,8,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,52,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11955,1826,1176,160,1462,320,88,1578,80,108,812,730,1398,10380,364,124,288,896,13588,1198,53,514,4018,156,2458,74,0,166,6,14,225,34,23,154,88,7858,50,48,28,120,48,4,1348,0,0,4,30,32,238,4,12,0,314,0,316,20,18,23,8,0,0,168,36,74,54,2,28,0,2,4,2,0,0,0,28,38,0,0,4,0,80,0,12,2,0,0,6,8,4,0,4,0,0,0,0,4,12,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
15752,3488,388,58,66,266,62,1154,64,100,672,316,126,350,452,120,446,562,0,184,13,0,40,20,62,0,254,0,0,14,6,0,0,0,0,140,0,0,0,18,18,0,0,0,0,2,4,0,8,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,142,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18414,13262,1405,92,106,356,50,1570,60,222,1156,3232,456,1084,328,120,262,384,2148,1124,54,64,286,200,128,104,340,36,0,24,36,25,17,134,144,216,662,18,10,50,46,4,1240,18,6,0,8,8,732,8,14,8,6,672,10,12,6,15,4,0,0,2,40,2,62,0,6,0,10,650,72,0,4,12,0,38,0,2,12,0,0,0,0,14,0,0,2,0,4,4,6,0,0,0,28,18,0,0,0,0,0,0,0,0,0,4,0,8,0,106,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1
13790,12636,554,58,66,334,82,217,40,104,596,244,646,468,934,198,488,302,516,1154,0,0,58,20,0,0,182,10,0,0,0,6,0,42,0,0,6,0,0,10,10,2,104,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,42,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25234,7034,1220,90,106,360,84,2888,52,1944,12466,480,658,1342,342,230,300,854,1444,1148,91,84,7467,80,242,76,0,44,0,34,72,261,28,122,162,5268,32,56,56,84,84,8,1092,10,68,32,42,104,200,6,354,8,12,16,14,0,244,0,8,6,0,44,74,2,42,0,596,0,48,12,66,0,0,60,0,40,22,0,6,0,132,2,12,0,8,0,12,8,4,4,0,0,0,0,2,0,0,0,0,0,0,0,6,0,6,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16263,820,1459,164,72,336,86,3624,56,104,1010,652,6738,1592,368,122,522,382,7882,1180,165,54,724,194,118,26,488,46,0,144,23,63,46,3044,584,7896,12,116,46,80,4,8,1808,8,4,16,36,32,404,0,182,0,2,16,10,8,10,15,6,132,6,222,36,2,42,0,360,116,60,276,58,0,52,0,28,0,72,4,0,0,0,0,0,2,32,0,12,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,12,16,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11867,3870,906,60,102,354,66,2520,76,152,1072,524,780,1886,636,124,266,878,7142,666,133,86,3608,140,156,60,407,166,0,156,27,27,17,192,74,316,662,102,52,56,90,14,270,4,6,8,78,8,22,0,16,0,8,8,164,168,10,10,136,6,6,636,36,2,64,4,346,24,0,0,0,0,132,120,0,0,0,0,4,0,112,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
29722,2968,2708,60,92,356,70,1298,62,174,1872,6156,646,1656,1168,120,296,930,7376,618,55,94,302,94,200,98,0,30,0,204,25,276,328,36,28,200,332,48,96,212,64,0,20,18,6,8,42,8,10,0,174,8,0,0,8,332,8,5,4,0,0,24,74,36,54,0,38,0,0,4,0,0,4,60,0,18,140,0,0,2,0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,8,12,0,24,12,6,0,6,0,16,0,0,0,0,0,2,0,0,1
11346,12852,640,60,66,340,26,1152,46,84,704,114,424,550,308,234,314,324,868,490,13,24,52,0,58,0,0,0,0,14,0,8,5,42,0,0,6,18,10,0,18,0,48,0,2,0,20,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85451,1500,1689,60,90,362,78,1806,52,264,12610,486,6770,1260,828,124,296,448,1168,660,764,316,356,154,2480,74,160,24,4,32,37,500,17,122,28,458,20,290,68,212,4,6,164,10,0,6,60,50,14,0,8,4,20,22,4,24,25,11,4,6,0,6,36,2,38,70,34,0,0,0,56,584,2,60,0,40,22,0,0,2,0,0,12,0,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,12,16,0,300,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
16459,7921,885,60,114,332,86,4264,72,1018,1008,582,2314,1190,344,126,282,310,7870,724,1467,86,428,160,112,62,346,44,6,6,35,37,20,238,162,492,44,282,10,56,84,6,250,10,34,8,16,42,52,8,20,16,628,54,14,168,14,21,2,6,0,636,36,2,38,2,246,0,0,0,241,536,52,0,0,38,0,0,0,0,24,0,8,0,56,0,16,0,0,0,0,4,0,0,28,0,14,8,2,20,0,0,2,0,0,0,0,0,0,0,0,0,0,12,12,0,0,6,0,4,0,0,2,0,0,1
14544,20612,470,60,66,340,224,1120,92,84,764,520,438,900,766,124,326,768,486,658,0,0,0,20,60,8,248,0,0,0,0,0,0,0,24,0,6,0,10,0,10,0,0,2,2,0,0,4,0,2,0,2,0,0,0,0,3,0,4,0,0,8,0,0,36,0,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30015,2204,516,58,90,332,96,2920,42,128,1242,3166,6772,1196,692,124,272,12058,13632,1190,74,38,336,152,2466,102,306,80,0,4,53,277,13,110,144,1616,16,282,92,110,48,0,250,10,34,4,16,16,18,0,14,2,334,672,316,12,19,407,66,6,6,14,36,2,30,112,168,8,58,4,76,0,0,22,28,0,22,0,4,2,72,0,18,6,38,0,2,0,12,4,4,0,0,0,0,0,28,0,2,0,0,0,0,0,6,0,0,24,0,6,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147095,4766,1201,214,1398,338,90,1232,98,1076,2588,358,1370,1208,1218,124,274,898,7870,618,86,34,7340,48,2612,40,244,24,10,16,451,275,29,36,144,492,44,80,114,110,18,6,4440,18,4,14,20,16,10,0,20,0,20,662,12,336,245,197,66,0,0,86,72,0,42,0,596,0,0,4,0,730,66,22,0,36,0,2,0,0,114,0,0,0,0,0,2,0,6,6,0,0,0,0,0,4,2,0,2,0,10,0,0,6,0,0,2,8,12,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1
28810,3070,926,164,98,340,88,3426,48,128,12532,6144,2292,20012,1218,116,282,378,596,776,141,262,142,164,298,74,590,44,0,12,25,41,23,134,468,142,660,48,28,220,72,0,164,4,4,6,46,24,52,4,8,6,0,18,8,8,245,407,0,0,0,44,2,0,66,2,10,0,0,12,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,1
85454,2756,1540,58,72,336,70,3150,78,182,2602,490,1392,20674,394,226,304,1124,1836,760,73,122,7166,150,508,20,0,104,0,158,52,502,46,2818,74,458,34,48,56,82,64,0,250,0,0,16,0,16,14,0,18,6,20,22,14,8,483,13,6,0,2,636,36,0,40,0,346,0,0,12,2,450,2,22,0,0,102,0,8,0,0,0,0,22,0,0,0,0,4,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,150,0,0,0,12,0,0,32,0,0,4,0,0,2,0,0,1
16349,6582,489,60,68,330,74,1632,52,264,686,588,214,194,334,122,312,412,286,742,0,0,40,0,50,0,0,0,0,10,3,0,0,42,0,140,0,0,0,0,0,2,0,0,2,2,4,0,0,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89267,6686,517,58,739,338,140,1028,42,128,2504,444,5664,1042,438,122,308,892,920,710,49,312,416,40,184,72,302,80,0,28,46,33,39,122,64,1616,12,6,58,12,62,24,4440,8,6,14,0,72,732,6,14,2,20,16,312,12,8,407,60,132,2,636,36,0,40,6,666,8,2,8,0,424,6,60,28,0,0,0,6,2,24,0,14,22,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,10,12,0,0,0,2,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9128,5436,654,58,66,798,62,2332,128,248,716,326,824,422,706,294,320,282,436,0,0,0,0,0,52,0,134,8,4,14,7,0,0,42,24,0,0,0,10,0,10,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,3,2,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28103,10680,1268,58,72,356,80,2030,60,1924,1078,3258,528,10826,1176,122,318,872,1820,646,752,134,156,150,112,30,352,32,2,8,36,43,23,36,84,5276,50,110,92,134,84,12,1588,12,2,14,34,50,502,4,26,6,334,20,8,168,14,403,8,6,0,2,38,36,48,86,122,0,0,650,76,742,4,0,0,18,0,0,4,0,100,2,0,14,38,0,2,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,12,0,32,0,4,0,0,0,0,0,0,1
84941,6446,673,60,60,354,104,2636,52,182,1210,486,548,1100,332,124,286,690,7838,654,48,32,692,158,270,102,0,24,0,16,36,39,28,1540,120,1616,44,78,48,12,64,8,20,0,2,20,34,186,24,8,14,4,20,0,10,16,10,195,4,0,2,6,2,74,66,4,610,8,2,4,150,0,66,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,6,6,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13680,1392,1294,60,70,346,78,1242,56,164,2281,678,2300,1406,826,126,557,1022,1622,688,55,70,410,254,276,40,2,0,6,8,48,48,6,1540,92,150,16,48,4,82,64,14,164,10,6,6,8,32,6,0,8,2,20,16,4,12,11,3,6,66,6,20,2,0,38,40,360,0,0,276,66,0,66,12,0,0,0,2,12,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,0,10,0,0,0,6,4,0,8,0,106,0,0,6,0,10,0,0,0,0,0,0,0,0,0,2,1
23337,9730,526,58,66,236,136,1012,46,84,960,200,566,932,296,256,572,100,426,576,0,0,50,16,0,10,180,0,0,0,7,3,5,0,24,164,0,10,10,10,18,2,48,2,0,0,0,4,0,2,2,2,0,0,0,0,3,2,0,0,0,0,0,0,138,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20708,1432,1194,58,72,366,140,1553,52,176,11002,470,6736,1186,882,158,328,868,7908,622,153,310,206,162,2408,20,488,42,0,10,33,27,328,154,64,7398,342,6,56,6,102,0,266,10,30,8,8,16,64,6,354,6,0,54,8,4,13,10,8,66,2,96,2,36,50,0,14,8,58,0,0,522,0,0,0,0,0,2,6,0,106,2,12,0,80,0,0,0,12,4,4,0,0,0,0,0,12,8,0,0,0,10,2,0,0,0,0,0,0,106,0,0,0,24,0,6,0,4,0,0,0,0,2,0,0,1
40998,7088,840,60,90,254,90,4082,48,180,2161,498,780,926,388,230,540,870,792,816,61,124,146,68,544,40,328,40,0,6,149,517,20,238,56,644,18,126,62,56,62,0,1758,10,30,10,78,16,12,4,14,6,12,12,10,12,23,3,22,66,0,314,38,2,62,64,136,2,0,0,124,496,52,22,0,0,0,0,20,0,0,0,0,0,26,44,12,0,12,6,6,0,0,0,2,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1
29807,2822,1382,60,102,342,68,1166,72,112,1628,674,1370,1152,848,120,324,370,768,684,177,30,196,208,2600,100,486,0,0,148,55,41,6,160,922,644,326,18,10,82,16,6,168,4,8,14,108,34,12,4,14,20,6,22,10,336,10,197,0,0,6,82,2,2,48,2,18,0,0,4,2,0,4,0,28,38,0,0,0,0,0,2,30,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,2,8,0,212,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1
16471,1154,1352,60,728,324,76,3680,74,182,2630,450,1254,19990,612,126,282,392,1796,654,49,252,412,94,134,102,328,32,0,6,22,65,23,36,584,166,332,114,4,228,64,6,1588,34,4,20,16,50,922,6,14,18,2,1320,4,12,483,13,6,6,6,96,74,38,50,2,346,0,0,1156,12,574,52,0,28,0,0,0,4,0,0,2,8,0,0,0,4,0,0,0,6,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,6,0,16,6,0,0,0,0,0,0,0,1
19805,6864,465,60,58,374,80,1108,120,88,796,332,560,490,322,160,294,246,498,1774,13,2,80,0,58,10,0,12,2,12,0,8,0,0,0,116,0,0,18,0,0,2,0,0,2,2,12,0,0,2,2,0,0,0,0,4,3,0,0,0,0,0,0,0,62,0,14,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21442,12440,590,58,66,168,60,340,58,84,864,348,548,446,274,118,218,392,456,1546,13,0,0,24,58,0,0,0,2,0,3,12,0,42,0,0,6,0,0,18,0,0,48,0,0,2,0,0,8,0,4,0,0,0,0,8,0,2,0,0,0,0,0,0,50,0,14,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5784,2412,487,60,60,244,84,1120,52,108,650,278,408,590,346,136,278,696,500,480,13,12,0,4,0,0,0,22,0,12,0,15,5,0,0,116,0,0,0,10,10,0,48,2,0,0,4,4,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,42,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31431,2390,822,90,104,340,118,1314,56,116,1034,930,6768,1208,356,126,318,312,948,1122,770,128,6774,80,2940,48,582,80,0,34,25,549,17,2816,82,1616,660,56,114,6,54,8,7948,8,34,6,46,32,732,4,356,16,0,0,156,168,25,16,0,132,0,26,2,0,52,20,14,32,2,1156,0,1350,0,22,0,0,0,0,12,0,0,0,12,6,0,0,2,0,6,0,4,4,0,0,2,0,0,0,0,12,10,0,2,0,6,4,8,14,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
9862,20790,210,58,60,146,88,2356,54,108,426,302,620,324,464,82,294,356,454,588,0,0,44,24,56,0,0,0,0,0,0,8,0,42,0,164,6,10,18,18,0,0,0,0,0,0,0,12,2,2,0,2,0,0,0,0,3,0,4,0,0,0,0,0,72,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15306,1224,599,58,64,512,68,1156,38,104,190,290,404,286,392,162,308,288,438,832,12,14,46,20,58,0,162,8,0,0,6,3,0,0,0,164,6,10,10,10,10,2,56,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,56,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36788,23490,565,60,60,510,24,1176,28,124,1426,626,398,576,528,38,258,540,482,1690,0,0,40,24,0,0,194,10,2,12,7,0,0,42,0,0,0,10,18,18,0,0,48,2,0,0,4,12,0,2,4,0,0,0,0,0,0,2,4,0,0,0,0,0,68,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12365,3288,1498,98,59,342,106,1252,78,168,1000,690,10294,1774,660,224,272,940,1388,1150,55,492,426,132,142,74,6,166,0,10,26,43,13,2818,162,862,20,86,48,12,98,8,1290,12,8,10,0,50,732,4,10,8,12,16,6,168,19,15,8,6,2,86,38,2,42,0,6,8,0,1156,62,0,0,0,0,0,144,2,12,0,0,0,8,2,26,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
30255,5373,2113,92,60,324,148,1122,60,176,1686,852,10358,19370,404,222,262,11456,612,660,773,516,7164,148,262,122,0,166,12,20,38,26,23,158,144,492,20,132,10,56,6,6,250,4,30,4,152,42,20,0,342,6,0,16,312,12,10,5,2,2,0,10,36,2,54,0,38,0,0,630,8,0,0,120,28,0,0,2,0,0,0,2,12,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,20,0,0,0,6,0,0,0,8,0,212,12,0,0,24,6,0,32,10,4,0,0,0,0,0,0,1
15993,2510,874,58,57,372,112,1200,42,182,1636,696,10332,19998,462,124,286,320,844,682,37,52,7158,188,166,20,520,44,0,200,29,41,17,134,74,540,24,114,110,96,74,6,1348,8,6,36,30,32,14,4,14,2,628,240,6,8,490,18,136,2,6,184,114,0,50,2,346,10,10,276,0,0,0,0,0,0,102,0,6,2,104,0,8,0,54,0,0,0,6,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
20769,1540,809,60,100,354,78,1074,54,1964,1106,6314,674,1512,474,232,294,300,1048,748,97,126,352,134,2464,102,574,24,2,10,228,498,17,134,98,200,332,80,114,48,102,30,50,4,6,14,78,12,6,6,14,6,334,16,164,20,245,0,22,0,6,274,38,2,62,2,18,0,0,0,8,724,10,60,0,0,0,0,0,0,102,2,0,24,0,0,8,0,6,0,0,0,0,0,2,2,28,8,0,0,0,20,0,0,0,0,0,12,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,1
19521,6036,1937,92,94,320,62,1786,60,112,11096,5962,6728,1798,438,226,274,1006,1640,710,773,262,738,172,164,76,0,38,4,128,46,502,18,2818,120,458,32,6,28,68,102,12,7952,8,8,6,34,190,10,6,8,16,20,0,8,20,15,11,2,0,2,636,36,2,40,6,28,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9875,9038,638,58,60,344,142,1044,120,108,996,112,566,480,472,120,294,464,1140,646,14,0,0,0,48,0,0,8,0,0,3,7,5,42,14,140,0,0,10,0,0,0,52,2,0,2,4,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18853,1056,1190,58,108,366,66,1496,78,182,864,508,6774,852,502,122,540,336,1472,688,58,84,328,40,164,14,0,22,0,128,430,29,6,238,912,458,660,18,56,82,4,4,164,12,34,16,36,8,10,0,12,16,6,16,8,16,245,13,132,66,12,82,36,2,64,0,8,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,10,18,12,0,0,10,0,0,0,0,0,0,12,12,24,212,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,1
