dport,pkts,bytes,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,proto_arp,proto_icmp,proto_ipv6-icmp,proto_proto,proto_tcp,proto_udp,label_bin
80.0,18.0,1080.0,73351.0,40.648338,3.204615,1.467697,22.432304,0.0,4.429565,18.0,0.0,1080.0,0.0,0.418221,0.418221,0.0,0,0,0,0,0,1,1
80.0,26073.0,24407009.0,56.0,326.019348,4.927266,0.512514,325.199524,0.795589,4.999685,26073.0,0.0,24407009.0,0.0,79.970711,79.970711,0.0,0,0,0,0,1,0,0
80.0,5.0,770.0,203461.0,39.798161,0.597935,1.035653,2.391739,0.0,2.391739,5.0,0.0,770.0,0.0,0.100507,0.100507,0.0,0,0,0,0,1,0,1
34571.0,2.0,120.0,10218.0,0.000802,0.000802,0.0,0.000802,0.000802,0.000802,1.0,1.0,60.0,60.0,1246.882812,0.0,0.0,0,0,0,0,1,0,1
80.0,2868.0,2684517.0,773.0,36.100777,4.50117,1.304472,36.009357,1.049879,4.999718,2868.0,0.0,2684517.0,0.0,79.416573,79.416573,0.0,0,0,0,0,1,0,0
53.0,2.0,172.0,4085.0,2.501022,0.0,0.0,0.0,0.0,0.0,2.0,0.0,172.0,0.0,0.399837,0.399837,0.0,0,0,0,0,0,1,0
80.0,6.0,548.0,241317.0,25.179855,0.146161,0.005994,0.292322,0.140167,0.152155,4.0,2.0,428.0,120.0,0.198571,0.119143,0.039714,0,0,0,0,1,0,1
53.0,2.0,1209.0,3759.0,0.031453,0.031453,0.0,0.031453,0.031453,0.031453,1.0,1.0,70.0,1139.0,31.79347,0.0,0.0,0,0,0,0,0,1,0
80.0,4.0,522.0,129422.0,39.496281,0.017546,0.024814,0.052639,0.0,0.052639,3.0,1.0,462.0,60.0,0.075957,0.050638,0.0,0,0,0,0,1,0,1
80.0,6.0,924.0,42963.0,46.443661,0.0,0.0,0.0,0.0,0.0,6.0,0.0,924.0,0.0,0.107657,0.107657,0.0,0,0,0,0,1,0,1
80.0,4673.0,4486711.0,2.0,59.53447,4.942514,0.159504,59.310173,4.413957,4.999282,4673.0,0.0,4486711.0,0.0,78.475548,78.475548,0.0,0,0,0,0,0,1,0
80.0,7.0,1078.0,45647.0,56.46759,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1078.0,0.0,0.106256,0.106256,0.0,0,0,0,0,1,0,1
80.0,7323.0,7136557.0,966.0,45.777046,4.566522,1.267423,45.665222,0.764262,4.992983,3661.0,3662.0,3683069.0,3453488.0,159.949158,79.952736,79.974579,0,0,0,0,1,0,0
80.0,6.0,924.0,120647.0,38.266632,0.0,0.0,0.0,0.0,0.0,6.0,0.0,924.0,0.0,0.130662,0.130662,0.0,0,0,0,0,1,0,1
8883.0,22.0,11080.0,11970.0,30.022142,0.735579,1.001252,5.149053,0.005876,2.310903,11.0,11.0,10354.0,726.0,0.699484,0.333153,0.333163,0,0,0,0,1,0,0
80.0,4.0,522.0,115422.0,39.338512,0.01522,0.021525,0.045661,0.0,0.045661,3.0,1.0,462.0,60.0,0.076261,0.050841,0.0,0,0,0,0,1,0,1
53.0,2.0,172.0,10838.0,5.057426,0.0,0.0,0.0,0.0,0.0,2.0,0.0,172.0,0.0,0.197729,0.197729,0.0,0,0,0,0,0,1,0
80.0,2.0,308.0,248140.0,4.969634,4.969634,0.0,4.969634,4.969634,4.969634,2.0,0.0,308.0,0.0,0.201222,0.201222,0.0,0,0,0,0,1,0,1
80.0,2269.0,2179064.0,633.0,28.400358,4.722176,0.608839,28.333054,3.360771,4.996298,2269.0,0.0,2179064.0,0.0,79.858147,79.858147,0.0,0,0,0,0,0,1,0
8883.0,32.0,13550.0,173238.0,36.454643,1.661,1.123722,13.288003,0.00591,3.103662,16.0,16.0,12494.0,1056.0,0.850372,0.411537,0.41147,0,0,0,0,1,0,0
0.0,2.0,120.0,362.0,6.4e-05,6.4e-05,0.0,6.4e-05,6.4e-05,6.4e-05,1.0,1.0,60.0,60.0,15625.0,0.0,0.0,1,0,0,0,0,0,0
80.0,3.0,462.0,196737.0,38.833412,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.051502,0.051502,0.0,0,0,0,0,1,0,1
565.0,430.0,25800.0,4297.0,9.997766,4.987307,0.001444,9.974613,4.986765,4.987848,430.0,0.0,25800.0,0.0,42.909588,42.909588,0.0,0,0,0,0,0,1,0
80.0,1041.0,978178.0,335.0,15.686605,4.325141,0.765372,12.975423,3.252792,4.988763,1041.0,0.0,978178.0,0.0,66.298599,66.298599,0.0,0,0,0,0,1,0,0
80.0,2.0,308.0,227865.0,19.469107,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,0.0,0.051363,0.051363,0.0,0,0,0,0,1,0,1
8883.0,20.0,8543.0,200835.0,20.582355,1.718045,1.643367,8.590224,0.011754,3.715768,10.0,10.0,7883.0,660.0,0.923121,0.437268,0.437268,0,0,0,0,1,0,0
80.0,1619.0,479224.0,451.0,60.126999,4.975299,0.02233,59.70359,4.918492,4.996842,1619.0,0.0,479224.0,0.0,26.909708,26.909708,0.0,0,0,0,0,1,0,0
80.0,2.0,308.0,53169.0,24.45347,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,0.0,0.040894,0.040894,0.0,0,0,0,0,1,0,1
80.0,4.0,522.0,215280.0,38.926182,0.012476,0.017643,0.037427,0.0,0.037427,3.0,1.0,462.0,60.0,0.077069,0.051379,0.0,0,0,0,0,1,0,1
80.0,6.0,548.0,214573.0,25.5595,0.158226,0.007954,0.316452,0.150272,0.16618,4.0,2.0,428.0,120.0,0.195622,0.117373,0.039124,0,0,0,0,1,0,1
80.0,3.0,462.0,33339.0,43.266525,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.046225,0.046225,0.0,0,0,0,0,1,0,1
80.0,6.0,736.0,176903.0,21.341681,0.054992,0.095248,0.219967,0.0,0.219967,5.0,1.0,676.0,60.0,0.234283,0.187427,0.0,0,0,0,0,1,0,1
80.0,3.0,180.0,205742.0,7.256701,1.876599,1.876599,3.753198,0.0,3.753198,3.0,0.0,180.0,0.0,0.275607,0.275607,0.0,0,0,0,0,0,1,1
53.0,2.0,486.0,3725.0,0.352041,0.352041,0.0,0.352041,0.352041,0.352041,1.0,1.0,94.0,392.0,2.840578,0.0,0.0,0,0,0,0,0,1,0
80.0,1750.0,1637774.0,1179.0,21.96557,4.382886,1.227517,21.914433,1.927865,4.999621,1750.0,0.0,1637774.0,0.0,79.624611,79.624611,0.0,0,0,0,0,1,0,0
554.0,2.0,120.0,14365.0,0.001187,0.001187,0.0,0.001187,0.001187,0.001187,1.0,1.0,60.0,60.0,842.460022,0.0,0.0,0,0,0,0,1,0,1
53.0,2.0,300.0,84.0,0.233782,0.233782,0.0,0.233782,0.233782,0.233782,1.0,1.0,109.0,191.0,4.277489,0.0,0.0,0,0,0,0,0,1,0
80.0,5.0,676.0,71451.0,52.386158,0.007723,0.013377,0.030893,0.0,0.030893,4.0,1.0,616.0,60.0,0.076356,0.057267,0.0,0,0,0,0,1,0,1
565.0,1080.0,64800.0,888.0,25.148008,4.170466,1.814923,25.022799,0.112177,4.984789,1080.0,0.0,64800.0,0.0,42.905983,42.905983,0.0,0,0,0,0,0,1,0
80.0,3.0,462.0,22619.0,34.028313,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.058775,0.058775,0.0,0,0,0,0,1,0,1
80.0,5501.0,5358652.0,684.0,38.249573,4.469887,1.212622,35.759094,1.28954,4.995721,2750.0,2751.0,2768309.0,2590343.0,143.79245,71.870087,71.896225,0,0,0,0,1,0,0
0.0,2.0,120.0,262164.0,0.009481,0.009481,0.0,0.009481,0.009481,0.009481,1.0,1.0,60.0,60.0,105.474106,0.0,0.0,1,0,0,0,0,0,0
80.0,3.0,462.0,220509.0,38.825649,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.051512,0.051512,0.0,0,0,0,0,1,0,1
80.0,5.0,582.0,152861.0,39.554642,0.019503,0.013823,0.058509,0.0,0.03041,3.0,2.0,462.0,120.0,0.101126,0.050599,0.025301,0,0,0,0,1,0,1
80.0,3488.0,3349007.0,661.0,43.63974,4.828702,0.448281,43.458321,3.56113,4.998734,3488.0,0.0,3349007.0,0.0,79.904236,79.904236,0.0,0,0,0,0,0,1,0
80.0,6.0,924.0,90513.0,39.387386,0.0,0.0,0.0,0.0,0.0,6.0,0.0,924.0,0.0,0.126944,0.126944,0.0,0,0,0,0,1,0,1
8883.0,16.0,6781.0,252820.0,15.01966,0.843544,0.479237,3.374174,0.013492,1.124187,8.0,8.0,6253.0,528.0,0.998691,0.466056,0.466056,0,0,0,0,1,0,0
80.0,1787.0,1675030.0,835.0,22.394012,4.468755,1.05064,22.343777,2.367478,4.995954,1787.0,0.0,1675030.0,0.0,79.753464,79.753464,0.0,0,0,0,0,1,0,0
53.0,2.0,172.0,23905.0,0.007894,0.007894,0.0,0.007894,0.007894,0.007894,1.0,1.0,86.0,86.0,126.67849,0.0,0.0,0,0,0,0,0,1,0
50636.0,2.0,120.0,7920.0,0.001162,0.001162,0.0,0.001162,0.001162,0.001162,1.0,1.0,60.0,60.0,860.585205,0.0,0.0,0,0,0,0,1,0,1
59765.0,1.0,60.0,8017.0,9.7e-05,9.7e-05,0.0,9.7e-05,9.7e-05,9.7e-05,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
8883.0,20.0,9733.0,252591.0,25.01919,0.441963,0.308298,2.651778,0.005861,0.661524,10.0,10.0,9073.0,660.0,0.759417,0.359808,0.359811,0,0,0,0,1,0,0
80.0,6.0,548.0,261807.0,26.085939,0.16898,0.005381,0.33796,0.163599,0.174361,4.0,2.0,428.0,120.0,0.191674,0.115004,0.038577,0,0,0,0,1,0,1
80.0,4.0,522.0,213500.0,38.620792,0.025207,0.035649,0.075622,0.0,0.075622,3.0,1.0,462.0,60.0,0.077678,0.051786,0.0,0,0,0,0,1,0,1
0.0,2.0,120.0,258381.0,5e-06,5e-06,0.0,5e-06,5e-06,5e-06,1.0,1.0,60.0,60.0,200000.0,0.0,0.0,1,0,0,0,0,0,0
80.0,4.0,522.0,39526.0,39.852406,0.015788,0.022327,0.047363,0.0,0.047363,3.0,1.0,462.0,60.0,0.075278,0.050185,0.0,0,0,0,0,1,0,1
80.0,929.0,274984.0,881.0,38.231728,4.445075,1.214298,35.5606,1.260673,4.973485,929.0,0.0,274984.0,0.0,24.273033,24.273033,0.0,0,0,0,0,1,0,0
80.0,4.0,616.0,34000.0,27.339851,0.0,0.0,0.0,0.0,0.0,4.0,0.0,616.0,0.0,0.10973,0.10973,0.0,0,0,0,0,1,0,1
80.0,2754.0,2645156.0,389.0,34.458015,4.912079,0.200559,34.384556,4.420872,4.997778,2754.0,0.0,2645156.0,0.0,79.894325,79.894325,0.0,0,0,0,0,0,1,0
80.0,7128.0,2109888.0,3.0,1019.376953,4.884043,0.073668,991.460693,4.139973,4.999998,7128.0,0.0,2109888.0,0.0,6.991526,6.991526,0.0,0,0,0,0,1,0,0
0.0,1821.0,1293763.0,1300.0,42.023647,4.877661,0.218425,39.021286,4.317816,4.985313,1821.0,0.0,1293763.0,0.0,43.308949,43.308949,0.0,0,0,0,0,1,0,0
80.0,6.0,548.0,161026.0,26.131781,0.152904,0.014508,0.305808,0.138396,0.167412,4.0,2.0,428.0,120.0,0.191338,0.114803,0.038268,0,0,0,0,1,0,1
80.0,2.0,308.0,169088.0,5.284972,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,0.0,0.189216,0.189216,0.0,0,0,0,0,1,0,1
80.0,5.0,582.0,20348.0,39.863083,0.028345,0.021567,0.085034,0.0,0.052271,3.0,2.0,462.0,120.0,0.100343,0.050238,0.051056,0,0,0,0,1,0,1
80.0,11.0,660.0,61168.0,20.470816,2.999407,1.068669,11.997626,1.36867,4.17883,11.0,0.0,660.0,0.0,0.4885,0.4885,0.0,0,0,0,0,0,1,1
80.0,2.0,308.0,19986.0,17.112869,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,0.0,0.058436,0.058436,0.0,0,0,0,0,1,0,1
80.0,564.0,166944.0,2796.0,20.873777,4.136691,1.639416,20.683453,0.85786,4.957095,564.0,0.0,166944.0,0.0,26.97164,26.97164,0.0,0,0,0,0,1,0,0
8883.0,14.0,5144.0,2164.0,10.938985,0.628076,0.435179,1.884227,0.012643,0.93762,7.0,7.0,4682.0,462.0,1.18841,0.548497,0.548497,0,0,0,0,1,0,0
62160.0,2.0,120.0,181983.0,0.053704,0.053704,0.0,0.053704,0.053704,0.053704,1.0,1.0,60.0,60.0,18.620586,0.0,0.0,0,0,0,0,1,0,1
80.0,1600.0,1559250.0,341.0,10.002856,4.993764,0.003642,9.987528,4.990465,4.997063,800.0,800.0,804670.0,754580.0,159.85434,79.877182,79.877182,0,0,0,0,1,0,0
0.0,2.0,120.0,203580.0,0.000105,0.000105,0.0,0.000105,0.000105,0.000105,1.0,1.0,60.0,60.0,9523.80957,0.0,0.0,1,0,0,0,0,0,0
80.0,3.0,462.0,51265.0,18.664246,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.107157,0.107157,0.0,0,0,0,0,1,0,1
80.0,2165.0,2076490.0,892.0,27.089817,4.503903,1.092277,27.023418,2.061504,4.994468,2165.0,0.0,2076490.0,0.0,79.882416,79.882416,0.0,0,0,0,0,0,1,0
599.0,2.0,120.0,7680.0,0.000148,0.000148,0.0,0.000148,0.000148,0.000148,1.0,1.0,60.0,60.0,6756.756348,0.0,0.0,0,0,0,0,1,0,1
0.0,2673.0,1900064.0,31.0,56.109417,4.652937,1.107188,55.835243,0.980988,4.998303,2673.0,0.0,1900064.0,0.0,47.621239,47.621239,0.0,0,0,0,0,1,0,0
0.0,2093.0,1488109.0,666.0,43.625641,4.819156,0.46309,43.372406,3.509663,4.998182,2093.0,0.0,1488109.0,0.0,47.953449,47.953449,0.0,0,0,0,0,1,0,0
80.0,505.0,495980.0,15667.0,18.330963,4.475153,0.853136,17.900612,2.997758,4.989216,254.0,251.0,243424.0,252556.0,27.494463,13.801785,13.638126,0,0,0,0,0,1,0
53.0,2.0,1301.0,4093.0,0.231715,0.231715,0.0,0.231715,0.231715,0.231715,1.0,1.0,85.0,1216.0,4.315647,0.0,0.0,0,0,0,0,0,1,0
5353.0,1.0,60.0,14550.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
0.0,2.0,120.0,261782.0,0.034557,0.034557,0.0,0.034557,0.034557,0.034557,1.0,1.0,60.0,60.0,28.937696,0.0,0.0,1,0,0,0,0,0,0
53.0,2.0,176.0,13609.0,5.038802,0.0,0.0,0.0,0.0,0.0,2.0,0.0,176.0,0.0,0.19846,0.19846,0.0,0,0,0,0,0,1,0
80.0,6.0,924.0,132210.0,37.805862,0.0,0.0,0.0,0.0,0.0,6.0,0.0,924.0,0.0,0.132255,0.132255,0.0,0,0,0,0,1,0,1
80.0,4.0,616.0,119240.0,46.512917,0.0,0.0,0.0,0.0,0.0,4.0,0.0,616.0,0.0,0.064498,0.064498,0.0,0,0,0,0,1,0,1
5353.0,1.0,88.0,4226.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
80.0,9.0,1386.0,78031.0,51.613708,0.446208,0.733208,3.123458,0.0,1.935146,9.0,0.0,1386.0,0.0,0.154998,0.154998,0.0,0,0,0,0,1,0,1
80.0,3.0,462.0,38634.0,19.033697,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.105077,0.105077,0.0,0,0,0,0,1,0,1
7769.0,2.0,120.0,598.0,0.000103,0.000103,0.0,0.000103,0.000103,0.000103,1.0,1.0,60.0,60.0,9708.738281,0.0,0.0,0,0,0,0,1,0,1
53.0,2.0,359.0,4057.0,0.008104,0.008104,0.0,0.008104,0.008104,0.008104,1.0,1.0,111.0,248.0,123.395851,0.0,0.0,0,0,0,0,0,1,0
80.0,6.0,548.0,160216.0,26.080853,0.150427,0.015268,0.300855,0.13516,0.165695,4.0,2.0,428.0,120.0,0.191712,0.115027,0.038342,0,0,0,0,1,0,1
36516.0,2.0,120.0,36816.0,0.001981,0.001981,0.0,0.001981,0.001981,0.001981,1.0,1.0,60.0,60.0,504.795563,0.0,0.0,0,0,0,0,1,0,1
417.0,2.0,120.0,13019.0,0.004034,0.004034,0.0,0.004034,0.004034,0.004034,1.0,1.0,60.0,60.0,247.892914,0.0,0.0,0,0,0,0,1,0,1
80.0,4.0,616.0,193966.0,38.215782,0.0,0.0,0.0,0.0,0.0,4.0,0.0,616.0,0.0,0.078502,0.078502,0.0,0,0,0,0,1,0,1
53.0,2.0,1301.0,904.0,0.189339,0.189339,0.0,0.189339,0.189339,0.189339,1.0,1.0,85.0,1216.0,5.281532,0.0,0.0,0,0,0,0,0,1,0
53.0,2.0,468.0,3783.0,0.29369,0.29369,0.0,0.29369,0.29369,0.29369,1.0,1.0,91.0,377.0,3.404951,0.0,0.0,0,0,0,0,0,1,0
80.0,3.0,462.0,63004.0,18.972771,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.105414,0.105414,0.0,0,0,0,0,1,0,1
565.0,1343.0,80580.0,63.0,31.243711,4.442698,1.319551,31.098883,1.210471,4.983183,1343.0,0.0,80580.0,0.0,42.952644,42.952644,0.0,0,0,0,0,0,1,0
2382.0,2.0,134.0,2093.0,8.8e-05,8.8e-05,0.0,8.8e-05,8.8e-05,8.8e-05,1.0,1.0,74.0,60.0,11363.63672,0.0,0.0,0,0,0,0,1,0,1
80.0,2397.0,2331557.0,130.0,14.976624,4.975708,0.000381,14.927124,4.975176,4.976047,1197.0,1200.0,1137002.0,1194555.0,159.982651,79.857788,80.058098,0,0,0,0,0,1,0
80.0,4501.0,4211666.0,231.0,56.29628,4.672405,1.048057,56.068855,1.196508,4.999955,4501.0,0.0,4211666.0,0.0,79.934235,79.934235,0.0,0,0,0,0,1,0,0
80.0,5500.0,5356270.0,683.0,38.249584,4.468796,1.212547,35.750366,1.289836,4.99604,2750.0,2750.0,2615762.0,2740508.0,143.766266,71.870064,71.870064,0,0,0,0,0,1,0
123.0,2.0,180.0,203575.0,0.049099,0.049099,0.0,0.049099,0.049099,0.049099,1.0,1.0,90.0,90.0,20.367014,0.0,0.0,0,0,0,0,0,1,0
80.0,7.0,420.0,29023.0,8.936417,3.70949,0.619864,7.41898,3.089627,4.329353,7.0,0.0,420.0,0.0,0.67141,0.67141,0.0,0,0,0,0,0,1,1
80.0,4563.0,4377219.0,34.0,57.080429,4.736121,0.83417,56.833454,1.969717,4.999208,4563.0,0.0,4377219.0,0.0,79.922318,79.922318,0.0,0,0,0,0,0,1,0
80.0,4.0,616.0,117196.0,46.483562,0.0,0.0,0.0,0.0,0.0,4.0,0.0,616.0,0.0,0.064539,0.064539,0.0,0,0,0,0,1,0,1
80.0,3540.0,3445636.0,311.0,22.175932,4.425763,1.13381,22.128813,2.158152,4.997358,1770.0,1770.0,1682098.0,1763538.0,159.587433,79.771172,79.771172,0,0,0,0,0,1,0
80.0,6.0,548.0,249140.0,27.117455,0.132349,0.004046,0.264698,0.128303,0.136395,4.0,2.0,428.0,120.0,0.184383,0.11063,0.036877,0,0,0,0,1,0,1
80.0,3.0,462.0,145436.0,39.508991,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.050621,0.050621,0.0,0,0,0,0,1,0,1
80.0,25.0,1500.0,39318.0,20.380938,4.45664,0.4963,17.826561,3.621155,4.884377,25.0,0.0,1500.0,0.0,1.177571,1.177571,0.0,0,0,0,0,0,1,1
829.0,1.0,60.0,4618.0,0.000107,0.000107,0.0,0.000107,0.000107,0.000107,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
565.0,941.0,56460.0,1181.0,21.96557,4.372892,1.222519,21.86446,1.927864,4.987527,941.0,0.0,56460.0,0.0,42.794247,42.794247,0.0,0,0,0,0,0,1,0
25.0,3.0,180.0,21471.0,0.000151,0.000151,0.0,0.000151,0.000151,0.000151,2.0,1.0,120.0,60.0,13245.0332,6622.516602,0.0,0,0,0,0,1,0,1
565.0,493.0,29580.0,3319.0,43.062782,4.561863,0.776016,41.056767,2.3997,4.972482,493.0,0.0,29580.0,0.0,11.425179,11.425179,0.0,0,0,0,0,0,1,0
53.0,2.0,190.0,10.0,0.144479,0.144479,0.0,0.144479,0.144479,0.144479,1.0,1.0,87.0,103.0,6.921421,0.0,0.0,0,0,0,0,0,1,0
0.0,1.0,70.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
80.0,3.0,462.0,88919.0,21.290659,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.093938,0.093938,0.0,0,0,0,0,1,0,1
80.0,1258.0,1207526.0,1168.0,17.233175,3.930468,1.797262,15.721873,0.818041,4.999486,1258.0,0.0,1207526.0,0.0,72.940704,72.940704,0.0,0,0,0,0,0,1,0
80.0,4623.0,4504761.0,467.0,28.932623,4.81171,0.408454,28.870258,3.898384,4.996334,2311.0,2312.0,2324154.0,2180607.0,159.750473,79.840668,79.875237,0,0,0,0,1,0,0
565.0,2473.0,148380.0,486.0,57.597282,4.776431,0.682697,57.317169,2.51237,4.992208,2473.0,0.0,148380.0,0.0,42.91869,42.91869,0.0,0,0,0,0,0,1,0
9103.0,2.0,134.0,20159.0,4e-06,4e-06,0.0,4e-06,4e-06,4e-06,1.0,1.0,74.0,60.0,250000.0,0.0,0.0,0,0,0,0,1,0,1
565.0,429.0,25740.0,3493.0,10.00178,4.988258,0.001684,9.976517,4.987583,4.988934,429.0,0.0,25740.0,0.0,42.792385,42.792385,0.0,0,0,0,0,0,1,0
80.0,6.0,548.0,247786.0,27.064362,0.124616,0.002134,0.249232,0.122482,0.12675,4.0,2.0,428.0,120.0,0.184745,0.110847,0.036949,0,0,0,0,1,0,1
80.0,5.0,770.0,192133.0,40.623405,0.80114,1.387616,3.204561,0.0,3.204561,5.0,0.0,770.0,0.0,0.098465,0.098465,0.0,0,0,0,0,1,0,1
80.0,6.0,548.0,206412.0,26.431353,0.141368,0.013058,0.282736,0.12831,0.154426,4.0,2.0,428.0,120.0,0.189169,0.113502,0.037834,0,0,0,0,1,0,1
80.0,3.0,462.0,38252.0,42.36108,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.047213,0.047213,0.0,0,0,0,0,1,0,1
138.0,1.0,250.0,262167.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
53.0,2.0,854.0,4081.0,0.165167,0.165167,0.0,0.165167,0.165167,0.165167,1.0,1.0,100.0,754.0,6.054478,0.0,0.0,0,0,0,0,0,1,0
80.0,2.0,308.0,247757.0,24.732698,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,0.0,0.040432,0.040432,0.0,0,0,0,0,1,0,1
80.0,1697.0,1590801.0,248.0,21.329845,4.255815,1.478967,21.279072,1.297885,4.999272,1697.0,0.0,1590801.0,0.0,79.513,79.513,0.0,0,0,0,0,1,0,0
53.0,2.0,172.0,7104.0,2.499945,0.0,0.0,0.0,0.0,0.0,2.0,0.0,172.0,0.0,0.400009,0.400009,0.0,0,0,0,0,0,1,0
80.0,7.0,984.0,83468.0,51.278065,0.006991,0.015632,0.041944,0.0,0.041944,6.0,1.0,924.0,60.0,0.117009,0.097508,0.0,0,0,0,0,1,0,1
80.0,2.0,308.0,98400.0,24.147976,0.0,0.0,0.0,0.0,0.0,2.0,0.0,308.0,0.0,0.041411,0.041411,0.0,0,0,0,0,1,0,1
80.0,6.0,548.0,113624.0,26.857773,0.13654,0.043498,0.273079,0.093042,0.180037,4.0,2.0,428.0,120.0,0.186166,0.1117,0.037233,0,0,0,0,1,0,1
80.0,16.0,960.0,20172.0,40.608608,3.386097,1.633891,20.316584,0.0,4.949743,16.0,0.0,960.0,0.0,0.36938,0.36938,0.0,0,0,0,0,0,1,1
80.0,1051.0,1008788.0,431.0,14.996191,4.990444,0.001054,14.971331,4.988966,4.991349,1051.0,0.0,1008788.0,0.0,70.017776,70.017776,0.0,0,0,0,0,0,1,0
80.0,4.0,616.0,157389.0,43.348324,0.0,0.0,0.0,0.0,0.0,4.0,0.0,616.0,0.0,0.069207,0.069207,0.0,0,0,0,0,1,0,1
5353.0,1.0,87.0,279606.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
80.0,3.0,462.0,217053.0,41.101791,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.04866,0.04866,0.0,0,0,0,0,1,0,1
565.0,2551.0,153060.0,8.0,60.552452,4.632037,1.235294,60.216484,0.352995,4.999923,2551.0,0.0,153060.0,0.0,42.112251,42.112251,0.0,0,0,0,0,0,1,0
80.0,6.0,924.0,142730.0,45.418419,0.0,0.0,0.0,0.0,0.0,6.0,0.0,924.0,0.0,0.110087,0.110087,0.0,0,0,0,0,1,0,1
53.0,2.0,474.0,5669.0,0.348579,0.348579,0.0,0.348579,0.348579,0.348579,1.0,1.0,94.0,380.0,2.86879,0.0,0.0,0,0,0,0,0,1,0
80.0,6.0,548.0,259597.0,26.181597,0.167123,0.005238,0.334247,0.161886,0.172361,4.0,2.0,428.0,120.0,0.190974,0.114584,0.038432,0,0,0,0,1,0,1
80.0,6.0,548.0,242499.0,26.217806,0.151395,0.015467,0.302791,0.135928,0.166863,4.0,2.0,428.0,120.0,0.19071,0.114426,0.038142,0,0,0,0,1,0,1
0.0,2.0,120.0,203577.0,0.000166,0.000166,0.0,0.000166,0.000166,0.000166,1.0,1.0,60.0,60.0,6024.09668,0.0,0.0,1,0,0,0,0,0,0
80.0,8920.0,8693188.0,202.0,55.776237,4.63058,1.191515,55.566963,0.67886,4.999703,4460.0,4460.0,4487297.0,4205891.0,159.906799,79.944435,79.944435,0,0,0,0,1,0,0
80.0,3.0,462.0,42267.0,18.85931,0.0,0.0,0.0,0.0,0.0,3.0,0.0,462.0,0.0,0.106048,0.106048,0.0,0,0,0,0,1,0,1
53.0,2.0,225.0,20200.0,0.000707,0.000707,0.0,0.000707,0.000707,0.000707,1.0,1.0,85.0,140.0,1414.427124,0.0,0.0,0,0,0,0,0,1,0
80.0,3273.0,3138808.0,230.0,41.152374,4.56176,1.215878,41.055843,1.122749,4.999611,3273.0,0.0,3138808.0,0.0,79.509384,79.509384,0.0,0,0,0,0,0,1,0
80.0,1.0,154.0,140048.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
0.0,2.0,120.0,255293.0,0.000196,0.000196,0.0,0.000196,0.000196,0.000196,1.0,1.0,60.0,60.0,5102.041016,0.0,0.0,1,0,0,0,0,0,0
775.0,1.0,60.0,16706.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
80.0,5.0,770.0,119030.0,46.460255,0.0,0.0,0.0,0.0,0.0,5.0,0.0,770.0,0.0,0.086095,0.086095,0.0,0,0,0,0,1,0,1
80.0,4.0,522.0,64138.0,39.57832,0.013966,0.019751,0.041898,0.0,0.041898,3.0,1.0,462.0,60.0,0.075799,0.050586,0.0,0,0,0,0,1,0,1
